Año;Concepto;Tipo territorio;Código territorio;Territorio;Valor;Unidad;Estado dato
1987;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;-;Número;
1987;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
1987;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;674;Número;
1988;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;-;Número;
1988;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
1988;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;-;Número;
1988;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
1988;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;-;Número;
1988;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;55;Número;
1988;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
1988;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;789;Número;
1988;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;3463;Número;
1988;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;23;Número;
1988;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;2312;Número;
1988;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;327;Número;
1988;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;94;Número;
1989;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;319;Número;
1989;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;-;Número;
1989;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;113;Número;
1989;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;-;Número;
1989;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;5322;Número;
1989;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;1802;Número;
1989;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;633;Número;
1989;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;-;Número;
1989;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
1989;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
1989;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
1989;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;22;Número;
1989;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;27;Número;
1990;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
1990;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;4;Número;
1990;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
1990;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;4903;Número;
1990;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;75;Número;
1990;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
1990;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;422;Número;
1990;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
1990;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;35;Número;
1990;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
1990;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
1990;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
1990;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;2102;Número;
1991;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;5;Número;
1991;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
1991;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;43;Número;
1991;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;95;Número;
1991;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
1991;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;400;Número;
1991;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
1991;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;4946;Número;
1991;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
1991;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
1991;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;2082;Número;
1991;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
1991;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
1992;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;7;Número;
1992;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
1992;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;2259;Número;
1992;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
1992;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
1992;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
1992;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;20;Número;
1992;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
1992;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;388;Número;
1992;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
1992;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;115;Número;
1992;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;5358;Número;
1992;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
1993;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;23;Número;
1993;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
1993;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;1925;Número;
1993;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
1993;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
1993;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
1993;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
1993;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
1993;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;341;Número;
1993;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
1993;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;111;Número;
1993;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;4694;Número;
1993;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;37;Número;
1994;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
1994;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;2203;Número;
1994;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
1994;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
1994;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
1994;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;72;Número;
1994;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
1994;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;461;Número;
1994;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
1994;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;152;Número;
1994;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;185;Número;
1994;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;5150;Número;
1994;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
1995;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
1995;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;2237;Número;
1995;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
1995;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
1995;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
1995;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;40;Número;
1995;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
1995;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;473;Número;
1995;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
1995;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;181;Número;
1995;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;138;Número;
1995;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;5291;Número;
1995;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
1996;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
1996;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;2371;Número;
1996;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
1996;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
1996;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
1996;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;69;Número;
1996;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
1996;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;522;Número;
1996;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
1996;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;194;Número;
1996;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;71;Número;
1996;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;5600;Número;
1996;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
1997;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
1997;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;2467;Número;
1997;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
1997;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
1997;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
1997;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;78;Número;
1997;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
1997;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;456;Número;
1997;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
1997;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;196;Número;
1997;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;57;Número;
1997;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;5629;Número;
1997;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
1998;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
1998;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
1998;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;2428;Número;
1998;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
1998;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
1998;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
1998;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;5874;Número;
1998;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
1998;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;487;Número;
1998;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
1998;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;188;Número;
1998;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;117;Número;
1998;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;65;Número;
1999;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
1999;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
1999;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;2607;Número;
1999;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
1999;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
1999;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
1999;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;7058;Número;
1999;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
1999;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;567;Número;
1999;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
1999;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;275;Número;
1999;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;110;Número;
1999;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;77;Número;
2000;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;7;Número;
2000;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;7195;Número;
2000;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
2000;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;606;Número;
2000;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
2000;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
2000;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;105;Número;
2000;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;2576;Número;
2000;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
2000;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;373;Número;
2000;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
2000;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
2000;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
2001;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;182;Número;
2001;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
2001;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
2001;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
2001;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;488;Número;
2001;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
2001;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;877;Número;
2001;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
2001;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;3018;Número;
2001;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
2001;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
2001;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;8038;Número;
2001;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;8;Número;
2002;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
2002;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
2002;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;1201;Número;
2002;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;0;Número;
2002;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;173;Número;
2002;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;8690;Número;
2002;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
2002;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
2002;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;4066;Número;
2002;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
2002;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
2002;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;557;Número;
2002;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
2003;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
2003;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;194;Número;
2003;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
2003;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;3;Número;
2003;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;3873;Número;
2003;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;9472;Número;
2003;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
2003;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
2003;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
2003;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;1254;Número;
2003;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;638;Número;
2003;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
2003;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
2004;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
2004;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
2004;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
2004;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;262;Número;
2004;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;3;Número;
2004;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;9606;Número;
2004;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
2004;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
2004;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;4247;Número;
2004;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
2004;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;1442;Número;
2004;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
2004;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;668;Número;
2005;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
2005;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
2005;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;10691;Número;
2005;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
2005;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
2005;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;1303;Número;
2005;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;0;Número;
2005;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;675;Número;
2005;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
2005;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;238;Número;
2005;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
2005;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;4449;Número;
2005;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
2006;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;11805;Número;
2006;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;6;Número;
2006;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;240;Número;
2006;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
2006;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
2006;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
2006;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;754;Número;
2006;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
2006;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;1401;Número;
2006;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
2006;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;5036;Número;
2006;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
2006;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
2007;Abortos voluntarios de mujeres residentes entre 9 y 12 semanas de gestación;Otros;;;5412;Número;
2007;Abortos voluntarios de mujeres residentes de 23 o más semanas de gestación;Otros;;;-;Número;
2007;Abortos voluntarios de mujeres residentes entre 17 y 20 semanas de gestación;Otros;;;792;Número;
2007;Abortos voluntarios de mujeres residentes entre 13 y 15 semanas de gestación;Otros;;;-;Número;
2007;Abortos voluntarios de mujeres residentes entre 15 y 22 semanas de gestación;Otros;;;-;Número;
2007;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
2007;Abortos voluntarios de mujeres residentes de 8 o menos semanas de gestación;Otros;;;13947;Número;
2007;Abortos voluntarios de mujeres residentes entre 11 y 12 semanas de gestación;Otros;;;-;Número;
2007;Abortos voluntarios de mujeres residentes entre 13 y 16 semanas de gestación;Otros;;;1642;Número;
2007;Abortos voluntarios de mujeres residentes de los que no consta las semanas de gestación;Otros;;;4;Número;
2007;Abortos voluntarios de mujeres residentes entre 9 y 10 semanas de gestación;Otros;;;-;Número;
2007;Abortos voluntarios de mujeres residentes entre 16 y 20 semanas de gestación;Otros;;;-;Número;
2007;Abortos voluntarios de mujeres residentes entre 21 semanas y más de gestación;Otros;;;317;Número;
2008;Abortos voluntarios de mujeres residentes entre 9 y  14 semanas de gestación;Otros;;;-;Número;
